pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"Hollydice Palace","IT Support Network","Prov. Apa saja",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394882,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br></p><ol><li>Minimal lulus D3/S1 Teknik Informatika
</li><li>Memiliki pengalaman minimal 3 tahun sebagai system administrator/network infrastucture
</li><li>Disiplin, jujur, mempunyai inisiatif untuk selalu belajar hal baru
</li><li>Menguasai AWS dan alibaba cloud, content delivery network
</li><li>Minimal Pendidikan S1 Jurusan Ilmu Komputer atau setara.
</li><li>Wajib sertakan tanggal, bulan dan tahun kelahiran
</li><li>Minimal Pengalaman 1 tahun sebagai System Administrator. Menguasai sistem jaringan komputer (IP Address, Subnetting, Konfigurasi Jaringan dan Troubleshooting)
</li><li>Menguasai Router Mikrotik (DNS, Gateway, NAT, Routing, Firewall dan Troubleshooting)
</li><li>Menguasai Linux Server (Instalasi, Package Management, Firewall dan Troubleshooting)
</li><li>Menguasai konfigurasi web server linux (LAMP, LEPP, Nginx as Web Proxy)
</li><li>Menguasai konfigurasi High Avaibility server (Failover dan Load Balancer)</li></ol><p><strong>Benefit :
</strong></p><ul><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ul><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>",2024-04-28T10:58:45.063905Z
"Hollydice Palace",Admin,"Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394709,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA
</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH
</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br><br></p><ol><li>Pengalaman yang terbukti sebagai asisten kantor, administrator kantor atau posisi lain yang relevan
</li><li>Pria/Wanita
</li><li>Usia 18 - 38 tahun
</li><li>Kepemimpinan yang sangat baik, manajemen waktu dan keterampilan organisasi
</li><li>Kemampuan luar biasa untuk berkomunikasi secara langsung, tertulis, dan melalui telepon
</li><li>Keakraban dengan prosedur umum dan prinsip dasar akun yang digunakan di kantor
</li><li>Pengetahuan tentang Microsoft Office dan alat serta aplikasi manajemen lainnya<br></li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>


",2024-04-28T10:19:34.651521Z
"Hollydice Palace","Accounting ","Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1"",""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1391508,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong></p><ol><li>Minimal S1. Jurusan Akuntansi</li><li>Menguasai Jurnal accounting , Laporan accounting dan Laporan Keuangan
</li><li>Mahir dalam menggunakan Ms Office, khususnya Ms Excel.
</li><li>Disiplin, Ulet, Teliti, Rapih, dan Jujur
</li><li>Melakukan pekerjaan dengan terencana, terorganisasi, dan detail.
</li><li>Bisa bekerjasama dengan tim
</li><li>Bekerja di luar negeri
</li><li>Cuti 14 hari / Tahun
</li><li>Benefit Gaji ke 13
</li><li>Benefit Bonus Performance per bulan
</li><li>Jenjang Karir level supervisor dan manager
</li><li>3 Tahun Bekerja mendapatkan Biaya Akomodasi Gratis
</li><li>Minimal S1 / Sederajat
</li><li>Mampu menggunakan MS Office
</li><li>Mampu menggunakan aplikasi kantor
</li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>",2024-04-28T10:19:34.102052Z
"Hollydice Palace","Mobile Developer Flutter","Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394652,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong></p><p><ol><li>Mengembangkan aplikasi seluler untuk platform iOS dan Android menggunakan kerangka Flutter
</li><li>Berkolaborasi dengan desainer dan manajer produk untuk menerjemahkan desain UI/UX ke dalam aplikasi fungsional
</li><li>Menerapkan widget khusus dan komponen UI untuk membuat antarmuka yang menarik secara visual
</li><li>Mengoptimalkan kinerja aplikasi untuk kecepatan dan skalabilitas maksimum
</li><li>Mengintegrasikan dengan layanan backend dan API untuk mengambil dan memperbarui data
</li><li>Melakukan tinjauan kode dan berikan umpan balik kepada anggota tim untuk memastikan kualitas dan konsistensi kode
</li><li>Mendapatkan informasi terkini tentang pembaruan Flutter, fitur baru, dan praktik terbaik
</li><li>Memecahkan masalah dan men-debug masalah yang dilaporkan oleh pengguna atau penguji</li><li>Mengevaluasi dan terapkan teknologi terbaru untuk memaksimalkan efisiensi pengembangan</li></ol><strong><br>Benefit :</strong><ol><li>Take Home Pay</li><li>Tunjangan Kerajinan</li><li>Tunjangan Hidup</li><li>Tunjangan Lain-Lain</li><li>THR</li><li>Bonus bulanan</li><li>Tempat tinggal / Mess</li><li>Internet</li><li>Mobilitas transportasi</li><li>Medical Allowance</li></ol></p><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.<br></p><br>",2024-04-28T10:19:34.601034Z
"Natural Moms","Host Live Shopee Tiktok Wanita",Malang,true,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394880,"Tidak Disebutkan","<p>1. Khusus untuk Wanita, Usia maksimal 33 tahun
</p><p>2.	Memiliki pengalaman sebagai host minimal 6 bulan.
</p><p>3.	Minimum pendidikan SMA/SMK/Sederajat.
</p><p>4.	Domisili di Malang Kota dan sekitarnya
</p><p>5.	Mampu bekerja di jam flexible atau bekerja dengan sistem remote (di rumah) di hari weekend atau hari libur
</p><p><br></p>",2024-04-27T02:55:28.54025Z
"PT Surabaya Mekabox","Operator Excavator",Gresik,true,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Staf Senior",https://karir.com//opportunities/1394881,"Tidak Disebutkan","<ul><li>memiliki SIO excavator yang masih aktif</li><li>memiliki pengalaman mengoperasikan excavator minimal 2 tahun</li><li>memiliki pengetahuan mengenai perawatan alat berat</li><li>tidak memiliki alergi &amp; riwayat penyakit berat</li></ul>",2024-04-27T05:39:54.422795Z
"Yayasan Bina Tunas Cemerlang","Teacher Assistants",Bogor,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394849,"Tidak Disebutkan","<p><ul><li>Fluent in oral &amp; written English</li><li>D3 or S1 graduate from related educational background (Education, English Literature, Psychology or Early Chidhood Education)</li><li>Good communication and attitude</li><li>Have a pleasant personality, be adabtable to new challenges, strong commitment to teaching</li><li>Fresh graduates are welcome</li><li>Live in Bogor area</li></ul></p>",2024-04-26T04:35:51.083279Z
"PT Wahana Sinema Fantasi","Marketing Developer InHouse ","Jakarta Barat",true,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394854,"Tidak Disebutkan","<p>* Pendidikan minimal SMA/SMK semua jurusan.</p><p>* Memiliki pengalaman dibidang Marketing (lebih disukai pengalaman Developer Rumah Subsidi, Otomotif atau perbankan)</p><p>* Memiliki kendaraan pribadi (SIM)</p><p>* Memiliki kemampuan komunikasi yg baik&nbsp;</p><p>* Memiliki kemampuan negosiasi dalam penjualan perumahan</p><p>* Terbiasa dengan Digital Marketing / Sosmed</p><p>* Disiplin, Jujur, energik dan target oriented</p><p>* Ditempatkan di Puncak - Cianjur</p><p><br></p>",2024-04-26T06:51:14.155731Z
"PT Kreasi Edulab Indonesia","Fulltime Pengajar Fisika (Edulab Pontianak)",Pontianak,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394848,"Tidak Disebutkan","<p><ol><li>Minimal S1 Jurusan Linear dari PTN dengan IPK minimal 3.25</li><li>Pria/wanita usia maks. 28 tahun</li><li>Pengalaman minimal 1 tahun di bidang yang sama dan menguasai materi pelajaran SMA dan SNBT</li><li>Memiliki keterampilan komunikasi, menulis, kreativitas dan kerjasama tim yang baik</li><li>Memiliki passion dan kecintaan terhadap anak</li><li>Berpengalaman mengajar untuk kelas 10-12 SMA</li><li>Menguasai mata pelajaran yang dilamar</li><li>Berkomitmen menyelesaikan kontrak</li><li>Berpengalaman mengajar persiapan untuk UTBK lebih disukai</li></ol></p>",2024-04-26T04:25:28.769471Z
"Perusahaan dirahasiakan","Administrasi (Surabaya-Jawa Timur)",Semarang,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394869,"Tidak Disebutkan","<p></p><ul><li>Pria &amp; Wanita
</li><li>Usia minimal 20 tahun, usia maksimal 36 tahun
</li><li>SMA/SMK/D3/S1 semua jurusan
</li><li>Fresh Graduate/pengalaman
</li><li>Memiliki Ketelitian yang tinggi
</li><li>Memiliki komunikasi yang baik
</li><li>Mampu berorganisasi &amp; bekerja sama dengan baik
</li><li>Bersedia mengikuti proses seleksi &amp; Training
</li><li>Bersedia ditempatkan diArea Jawa Timur (kota Surabaya)</li></ul><p></p>",2024-04-26T08:24:16.614387Z
"PT Funworld Prima","Supervisor Kendari",Kendari,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]",Supervisor,https://karir.com//opportunities/1394873,"Tidak Disebutkan","<p>1. Usia maksimal 35 tahun
</p>
<p>2. Pendidikan minimal D3/S1 segala jurusan
</p><p>3. Memiliki pengalaman dibidang dan jabatan yang sama minimal 2 tahun menjadi nilai tambah
</p><p>4. Memahami dan menyukai dunia anak-anak
</p><p>5. Terbiasa dengan jam kerja Mall
</p><p>6. Bersedia dengan sistem shifting (masuk pagi / siang)
</p><p>7. Bersedia dengan sistem full/long shift (masuk dari pagi sampai tutup mall)
</p><p>8. Bersedia dengan sistem 6 hari kerja dan 1 hari off/libur
</p><p><br></p>






",2024-04-26T08:36:53.938822Z
"PT Warna Warni Investama","Creative Designer",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394845,"Tidak Disebutkan","<ul><li>&nbsp;&nbsp;&nbsp; Usia Maksimal 35 Tahun</li><li>&nbsp;&nbsp;&nbsp; Pendidikan Minimal S1 Desain Komunikasi Visual</li><li>&nbsp;&nbsp;&nbsp; Pengalaman Minimal 3 Tahun di Sebagai Creative Designer/ Art Director Perusahaan Design/ Property</li><li>&nbsp;&nbsp;&nbsp; Bisa Sketsa Tangan</li><li>&nbsp;&nbsp;&nbsp; Bisa bekerja sesuai target atau deadline</li><li>&nbsp;&nbsp;&nbsp; Disiplin, kreatif, tanggung jawab, jujur, inisiatif, komunikatif dan mempunyai presentation skill</li><li>&nbsp;&nbsp;&nbsp; Penempatan di Surabaya</li></ul>",2024-04-26T02:47:44.484137Z
"PT Maxon Prime Technology","MEP Document Controller",Cikarang,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394844,"Tidak Disebutkan","<p>1. Pendidikan min S1 Semua Jurusan.
</p>
<p>2. Memiliki pengalaman min 2 tahun dibidang yang sama.
</p><p>3. Memiliki kemampuan untuk menyimpan catatan dan laporan (filing) dengan jelas dan akurat.
</p><p>4. Memiliki kemampuan untuk menginput data data dengan cepat.
</p><p>5. Memiliki keterampilan komunikasi yang baik.
</p><p>6. Menguasai Ms. Word dan Ms. Excel.
</p><p>7. Multitasking dan bisa bekerja secara efisien.
</p><p>8. Bersedia ditempatkan di Cikarang, Jawa Barat.</p>





",2024-04-26T02:33:14.464443Z
"Yayasan Bina Tunas Cemerlang","Mandarin Teacher Assistants",Bogor,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394850,"Tidak Disebutkan","<p>Fluent in oral &amp; written Mandarin
</p><p>Minimum D3 Mandarin Literature
</p><p>Good communication and attitude
</p><p>Have a pleasant personality, be adabtable to new challenges, strong commitment to teaching</p><p>Fresh graduates are welcome</p><p>Live in Bogor area</p>",2024-04-26T04:38:08.700394Z
"PT Akari Indonesia","Staff HRD / Personalia",Sidoarjo,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394843,"Tidak Disebutkan","<p><ul><li>Usia maksimal 30 Tahun</li><li>Pendidikan Min. S1 Manajemen SDM / Psikologi</li><li>IPK Min. 3.00</li><li>Berpengalaman / Fresh Graduate</li><li>Memiliki skill komunikasi yang baik</li></ul></p>",2024-04-26T01:37:35.535441Z
"PT Funworld Prima","Supervisor Kendari",Kendari,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]",Supervisor,https://karir.com//opportunities/1394873,"Tidak Disebutkan","<p>1. Usia maksimal 35 tahun
</p>
<p>2. Pendidikan minimal D3/S1 segala jurusan
</p><p>3. Memiliki pengalaman dibidang dan jabatan yang sama minimal 2 tahun menjadi nilai tambah
</p><p>4. Memahami dan menyukai dunia anak-anak
</p><p>5. Terbiasa dengan jam kerja Mall
</p><p>6. Bersedia dengan sistem shifting (masuk pagi / siang)
</p><p>7. Bersedia dengan sistem full/long shift (masuk dari pagi sampai tutup mall)
</p><p>8. Bersedia dengan sistem 6 hari kerja dan 1 hari off/libur
</p><p><br></p>






",2024-04-26T08:36:53.938822Z
"Yayasan Bina Tunas Cemerlang","Teacher Assistants",Bogor,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394849,"Tidak Disebutkan","<p><ul><li>Fluent in oral &amp; written English</li><li>D3 or S1 graduate from related educational background (Education, English Literature, Psychology or Early Chidhood Education)</li><li>Good communication and attitude</li><li>Have a pleasant personality, be adabtable to new challenges, strong commitment to teaching</li><li>Fresh graduates are welcome</li><li>Live in Bogor area</li></ul></p>",2024-04-26T04:35:51.083279Z
"PT Elabram Systems","Admin - Sales And Marketing",Probolinggo,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394878,"Tidak Disebutkan","<p>Requirement
</p><p>Some Knowledge Of Export Process And Shipping Documentation Would Be Considered An Advantage.
</p><p>Have The Aptitude To Pick Up Things Quickly
</p><p>Good English Ability Written And Spoken Is A Must
</p><p>Experience As Food Sales Admin Is A Must And Understand About Marketing FMCG Product
</p><p>Numeracy And Confidence With Figures Combined With A Strong Attention To Detail
</p><p>Have Knowledge And Experience About Exhibition (Preparation-Finish)
</p><p>Have Knowledge Dan Awareness About Food License And Food Safety</p>





",2024-04-26T10:21:41.409942Z
"PT Dharma Karyatama Mulia","MARKETING CORPORATE","Jakarta Timur",true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1393853,"Tidak Disebutkan","1. Wanita, Single, Usia 25-35 th<br>2. Pendidikan minimal min D3&nbsp;<br>3. Pengalaman di bidang terkait min 2 th (Marketing B2B di perusahaan Outsourcing lebih disukai)<br>4. Bahasa Inggris aktif<br>5. Good Attitude, Performance, dan Communication<br>6. Dapat bergabung secepatnya",2024-04-26T01:23:58.758359Z
"PT Elabram Systems","Customer Care Operation FTTH","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394875,"Tidak Disebutkan","<p>Minimal Pendidikan Diploma</p><br><p>Minimal 1 Tahun Pengalaman Di Industri Telekomunikasi</p><br><p>Skill Yang Dibutuhkan : Customer Service Oriented, Komunikatif, Memahami Operasional Customer Service, System Application, Business Flow Process, Fiber Optic, Core Management, L2/L3 Switching, MPLS, Enterprise Router, Microsoft Office</p><br><p>Memiliki Pemikiran Analitikal Dan Pemecahan Masalah Yang Baik</p><br><p>Dapat Bekerja Sesuai Dengan Tenggat Waktu, Pekerja Keras, Dan Mau Belajar</p><br><p>Memiliki Komunikasi Interpersonal Yang Baik</p><br><p>Bersedia Bekerja Dalam Sistem Shifting (Termasuk Di Hari Raya)</p>",2024-04-26T09:23:53.039317Z
"Perusahaan dirahasiakan","Administrasi (Surabaya-Jawa Timur)",Semarang,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394869,"Tidak Disebutkan","<p></p><ul><li>Pria &amp; Wanita
</li><li>Usia minimal 20 tahun, usia maksimal 36 tahun
</li><li>SMA/SMK/D3/S1 semua jurusan
</li><li>Fresh Graduate/pengalaman
</li><li>Memiliki Ketelitian yang tinggi
</li><li>Memiliki komunikasi yang baik
</li><li>Mampu berorganisasi &amp; bekerja sama dengan baik
</li><li>Bersedia mengikuti proses seleksi &amp; Training
</li><li>Bersedia ditempatkan diArea Jawa Timur (kota Surabaya)</li></ul><p></p>",2024-04-26T08:24:16.614387Z
"PT Pesonna Indonesia Jaya","Talent Development Staff","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394870,"Tidak Disebutkan","<ul><li>Pendidikan dan Latar Belakang FB dan Psikologi.(<strong>manajemen /sertifikasi SDM menjadi nilai tambah.)</strong></li><li>Pengalaman Kerja min 2 tahun dibidang yang sama..
</li><li>Memilki Keterampilan Interpersonal.</li><li>Pemahaman tentang Pengembangan Bakat.</li><li>Kreativitas dan Inovasi.</li><li>Kemampuan Organisasi dan Manajemen Waktu.&nbsp;</li><li>Komitmen terhadap Pertumbuhan dan Pembelajaran.&nbsp;</li><li>Kemampuan Analitis.&nbsp;</li><li>Memiliki integritas tinggi dan mematuhi standar etika profesional dalam semua aspek pekerjaan.</li><li><strong>Domisili di Jabodetabek (Jakarta diutamakan)</strong></li><li><strong>Bersedia untuk ditugaskan keluar kota Jakarta<br></strong><br></li></ul><br>





",2024-04-26T08:24:36.105168Z
