pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"Lungguh jaya raharja","Staff IT Support","Jakarta Selatan","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Tanggung Jawab Pekerjaan :

Menyusun dan bertanggung jawab pada tugas IT Support yang diberikan sesuai deadline yang ditentukan. 

Keahlian :

– Menguasai WordPress & SEO (wajib)
– Bisa PHP & Laravel (nilai tambah)

Kualifikasi :

Berpengalaman menjadi nilai tambah, freshgraduet silahkan melamar

Waktu Bekerja :
Jam 9-17, senin-jumat",https://www.loker.id/information-technology/help-desk-it-support/staff-it-support-lungguh-jaya-raharja-jakarta-selatan.html,"Posted Date: Maret 13, 2024"
"Ramen & Sushi YO","Koki/Juru Masak","Jakarta Selatan",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Melestarikan dan menjaga makanan tetap dalam rasa dan kondisi yang standar seperti cita rasa khas makanan Jepang.

Tanggung Jawab Pekerjaan :

Memasak dan menjaga cita rasa masakan agar tetap sama sesuai dengan sop

Keahlian :

Membuat Sushi Roll, Memasak Ramen, Donburi, Bento.

Kualifikasi :

• Kitchen Staff (Pria)
• Usia Maks. 30Th
• Di utamakan mempunyai pengalaman kerja di restoranJepang
• Memiliki kemampuan komunikasi dan melayani customer.

Waktu Bekerja :
Jam 10.00-20.00 6Hari/Minggu",https://www.loker.id/restaurant/koki/koki-juru-masak-ramen-sushi-yo-jakarta-selatan.html,"Posted Date: Maret 13, 2024"
"DIAMOND SUPERMARKET",Kasir,"Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Diamond Supermarket merupakan perusahaan yang bergerak di industri Grosir/retail. Perusahaan kami sedang membutuhkan operasional staff (kasir) 

Tanggung Jawab Pekerjaan :

• Melakukan transaksi dengan baik dan benar
• Melayani customer yang butuh informasi atau bantuan
• Menjaga kebersihan dan kerapihan area kerja

Keahlian :

• Mampu berkomunikasi dengan ramah dan sopan
• Menerapkan 3S (Senyum Salam Sapa) dengan baik
• Peduli dan bisa berinteraksi dengan customer

Kualifikasi :

• Perempuan usia maksimal 25 tahun
• Belum menikah
• Minimal lulusan SMA/SMK sederajat, fresh graduate silahkan melamar
• Diutamakan yang berdomisili di Lebak Bulus dan sekitarnya

Tunjangan :

Makan 1x sehari",https://www.loker.id/ritel/asisten-ritel/kasir-diamond-supermarket-jakarta-selatan.html,"Posted Date: Maret 13, 2024"
"PT Kebut Buana Transport","Staff Administrasi Keuangan","Jakarta Utara","Rp.6 – 7 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Kebut Buana Transport adalah perusahaan logistik yg berkembang saat ini membutuhkan staff yg berdedikasi serta memiliki kemauan untuk maju

Tanggung Jawab Pekerjaan :

Melakukan penginputan data penjualan dan pajak serta menangani Petty Cash.

Keahlian :

– Menguasai Excel, lebih diutamakan jika bisa pivot
– Mengerti perpajakan lebih diutamakan
– Mampu menangani Petty Cash

Kualifikasi :

– Pria/Wanita
– Pendidikan min.SMA/SMK
– Usia 25-30thn
– Lebih diutamakan domisili Muara Karang dan sekitarnya
– Pengalaman minimal 1 tahun

Waktu Bekerja :
jam 8.30-17.30
Tunjangan :

BPJS, THR",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-administrasi-keuangan-pt-kebut-buana-transport-jakarta-utara.html,"Posted Date: Maret 8, 2024"
"PT GLOBAL GREEN INTERNATIONAL","Digital Sales","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT GLOBAL GREEN INTERNATIONAL perusahaan yang berlokasi di Jakarta Pusat dan mempunyai produk perawatan rambut mencari staff untuk posisi : Digital Sales berpengalaman

Tanggung Jawab Pekerjaan :

 Mencapai target penjualan yang ditentukan oleh perusahaan

Keahlian :

1. Mempunyai jaringan penjualan berupa group FB, WA, IG, dsbnya
2. Kreatif dan mempunyai ide2 penjualan

Kualifikasi :

1. Pengalaman sebagai digital sales
2. Domisilih : Jakarta / Depok / Bekasi
3. Dapat berkomunikasi dengan baik

Waktu Bekerja :
jam 09 – 17.00, senin s/d jumat
Insentif :

komisi penjualan per bulan",https://www.loker.id/pemasaran/pemasaran-digital/digital-sales-pt-global-green-international-jakarta-pusat-3.html,"Posted Date: Maret 8, 2024"
"PT Mega Medica Pharmaceuticals","Staff Administrasi","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Mega Medica Pharmaceuticals merupakan perusahaan distributor yang bergerak di bidang farmasi yang beralamat di Kalideres, Jakarta Barat. Saat ini, perusahaan kami membutuhkan staff administrasi di bagian marketing yang bertanggung jawab untuk kebutuhan pengolahan data penjualan, membuat laporan penjualan, dan mengelola data pelanggan

Tanggung Jawab Pekerjaan :

1. Mengelola data-data penjualan per minggu
2. Membuat laporan penjualan bulanan
3. Mengelola data pelanggan

Keahlian :

1. Menguasai penggunaan aplikasi Excel (mengerti cara menggunakan INDEX MATCH, VLOOKUP, HLOOKUP)
2. Memahami penggunaan aplikasi Word dan Powerpoint

Kualifikasi :

1. Wanita maksimal usia 30 tahun
2. Minimal pengalaman kerja 1 tahun di bidang administrasi

Waktu Bekerja :
Senin-Jumat, Jam 08:00-17:00
Tunjangan :

– BPJS Ketenagakerjaan
– BPJS Kesehatan
– Uang Makan
– Uang Transportasi",https://www.loker.id/administrasi/staf-admin/staff-administrasi-pt-mega-medica-pharmaceuticals-jakarta-barat-2.html,"Posted Date: Maret 7, 2024"
"PT Danatek Indera Indonesia","Accounting Staff","Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Danatek Indera Indonesia merupakan sebuah perusahaan yang bergerak di bidang Hospital Equipments & Medical Supplier sedang membutuhkan Accounting Staff yang kompeten di bidangnya dan bertugas memeriksa dan melakukan verifikasi transaksi keuangan perusahaan.

Tanggung Jawab Pekerjaan :

1. Melakukan pencatatan semua transaksi keuangan
2. Melakukan transaksi keuangan perusahaan
3. Membuat laporan mengenai aktivitas keuangan perusahaan
4. Berhubungan dengan pihak internal maupun eksternal terkait dengan aktivitas keuangan perusahaan

Keahlian :

1. Mampu mengoperasikan dan menguasai MS Office
2. Menguasai perpajakan seperti pasal PPh 21, PPh 25, dll  

Kualifikasi :

1. Perempuan usia maksimal 35 tahun
2. Lulusan minimal D3 jurusan Akuntansi / Manajemen Keuangan (lulusan SMK dipertimbangkan)
3. Mempunyai pengalaman kerja di bidang accounting minimal 1 tahun",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/accounting-staff-pt-danatek-indera-indonesia-jakarta-pusat.html,"Updated:  Maret 13, 2024"
"PT NASA MEDIA PRATAMA","Staff Admin","Jakarta Timur","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT NASA MEDIA PRATAMA, BERGERAK DI BIDANG PENGADAAN BARANG. saat ini kami membuka lowongan kerja untuk mengisi posisi sebagai staff admin

Tanggung Jawab Pekerjaan :

-Melakukan penginputan data
-Membuat atau mengatur keluar masuknya surat dan barang.
-Melakukan sosialisasi terhadap sekolah yang membutuhkan bantuan terhadap pengetahuan marketplace

Keahlian :

– Menguasai microsoft word dan excell
– Mengerti sistem administrasi

Kualifikasi :

– Di utamakan pria, usia 21-35 tahun
– Pengalaman min. 1 tahun di bidang yang dibutuhkan

Waktu Bekerja :
Jam 08.00 s/d 17.00, Senin – Jum’at
Tunjangan :

makan siang (bukan uang makan)",https://www.loker.id/administrasi/staf-admin/staff-admin-pt-nasa-media-pratama-jakarta-timur.html,"Posted Date: Maret 6, 2024"
"PT. HAMPARAN DAYA CIPTA INFINITY","Administrasi Marketing","Jakarta Barat","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT. Hamparan Daya Cipta Infinity, Perusahaan yang bergerak dibidang kontraktor HVAC/ME dan service, membutuhkan Staff Administrasi.

Tanggung Jawab Pekerjaan :

1. Membuat Penawaran Harga
2. Melakukan follow up kepada konsumen
3. Membuat progres pekerjaan  .

Keahlian :

– Menguasai Microsoft Office

Kualifikasi :

1. Pria/Wanita
2. Usia 18 – 30 tahun
3. Pendidikan SMA/K, D3 ,
4.  lebih disukai jika berdomisili di daerah Kulonprogo, Yogyakarta

Waktu Bekerja :
Senin – Sabtu, 08.30 – 16.30
Tunjangan :

BPJS Kesehatan

Insentif :

Uang Makan Lembur",https://www.loker.id/administrasi/administrasi-penjualan/administrasi-marketing-pt-hamparan-daya-cipta-infinity-jakarta-barat.html,"Posted Date: Maret 5, 2024"
"Mitrasindo Printing","Staff Accounting","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT.Mitrasindo yang bergerak di bidang offset printing dan Packaging sedang mencari Staff Accounting  yang berpengalaman dan berkompeten.

Tanggung Jawab Pekerjaan :

• Menginput transaksi pembelian dan penjualan
• Membuat laporan keuangan perusahaan (Neraca, laba, rugi)
• Memeriksa kelengkapan dokumen yang berhubungan dengan transaksi keuangan

Keahlian :

Menguasai Office (Word & Excel)
memahami aturan perpajakan

Kualifikasi :

Wanita
pengalaman min 1 thn

Waktu Bekerja :
senin – jumat jam 8 – 5 sore, sabtu jam 8 – 3
Tunjangan :

Uang Makan, gaji pokok, uang kerajinan

Insentif :

Bonus",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-mitrasindo-printing-jakarta-utara.html,"Posted Date: Februari 29, 2024"
"CV Rodjo Adi Jaya","Pastry Chef","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","CV Rodjo Adi Jaya bergerak di bidang F&B, sedang membutuhkan Staff yang ahli dibidangnya.

Tanggung Jawab Pekerjaan :

1. Membuat produk sesuai SOP Perusahaan
2. Menjaga kebersihan Lingkungan Kerja
3. Inovasi Produk

Keahlian :

Basic Pastry (Croissant / Puff)

Kualifikasi :

1. Pengalaman di bidang yang sama minimal 1 Tahun
2. Menguasai / Paham Basic Pastry
3. Mampu bekerjasama dengan Team
4. Bersedia di tempatkan di cabang manapun

Waktu Bekerja :
07.00 – 21.00 (Shift)
Insentif :

Service Charge, Uang Tips, Uang Lembur, Bonus",https://www.loker.id/restaurant/pastry/pastry-chef-cv-rodjo-adi-jaya-jakarta-barat.html,"Posted Date: Februari 29, 2024"
"PT SUKSES BERSAMA OTOPART","Staff Packing","Jakarta Barat","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","– Packing barang dengan cepat dan tepat
– Quality control barang yang di packing

Keahlian :

Kemampuan packing dengan rapih

Kualifikasi :

– Pria
– Minimal pengalaman 1 tahun

Waktu Bekerja :
Senin – Sabtu, Jam 08.00 – 17.00",https://www.loker.id/transportation-logistics/packing/staff-packing-pt-sukses-bersama-otopart-jakarta-barat.html,"Posted Date: Februari 28, 2024"
"PT SUKSES BERSAMA OTOPART","Staff Admin Gudang","Jakarta Barat","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","– Membuat dan mengecek Purchase Order
– Membuat dan mengecek invoice dan Surat Jalan gudang
– Melakukan Stock Opname
– Membuat dan mengecek tanda terima keluar masuk barang 

Tanggung Jawab Pekerjaan :

•	melaporkan hasil pekerjaan pada atasan
•	Mampu bekerja secara individu dan tim; serta mampu bekerja di dalam dan luar (lapangan)
•	Mengecek dan membuat invoice, surat jalan gudang, purchase order, tanda terima barang ( baik harian, mingguan ataupun bulanan ), stock opname barang

Keahlian :

•	menguasai Excel, word, 

Kualifikasi :

– Wanita ( umur 20-30 tahun )
– pendidikan min SMK dan setaranya
– pengalaman minimal 2 tahun dibidang yang sama 

Waktu Bekerja :
Senin – Sabtu, Jam 08.00 – 17.00",https://www.loker.id/administrasi/staf-admin/staff-admin-gudang-pt-sukses-bersama-otopart-jakarta-barat.html,"Posted Date: Februari 28, 2024"
"Indian Village","Pramuniaga Toko","Jakarta Pusat",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Indian Village merupakan toko yang bergerak di bidang Fashion Busana Muslim. Kami mencari staff yang dapat berkomunikasi yang baik, bertanggung jawab, mempunyai kemauan untuk belajar dan mempunyai inisiatif.  Staff juga harus bersedia untuk bekerja 6 hari dalam seminggu dan libur staff per minggu akan diberikan secara Random. 

Tanggung Jawab Pekerjaan :

– Melayani customer yang datang ke toko, serta mengurus stock toko.
– Memastikan toko bersih, rapi dan nyaman.
– Mempelajari berbagai macam produk yang dijual, edukasi produk. 

Keahlian :

– Mempunyai daya komunikasi yang baik, sopan dan lancar.

Kualifikasi :

– Pria / Wanita
– Umur 20 – 40 thn
– Pendidikan min. SMA/SMK Sederajat
– Pengalaman di bidang sales toko adalah plus poin

Waktu Bekerja :
Jam 9.30 sampai dengan jam 18.00, Kerja 6 Hari dalam Seminggu, Libur dipilih dengan RANDOM
Tunjangan :

Uang Makan",https://www.loker.id/ritel/asisten-ritel/pramuniaga-toko-indian-village-jakarta-pusat.html,"Posted Date: Februari 27, 2024"
"Indian Village","Media Social Staff","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Indian Village saat ini sedang membutuhkan Staff Social Media di Thamrin City yang akan bertanggung jawab dalam membuat postingan yang menarik dan interaktif di Social Media toko kami.

Tanggung Jawab Pekerjaan :

–  Bertanggung Jawab untuk mengambil, mengedit & nge-post photos di Instagram dan Marketplace online seperti Shopee dan Tokopedia.
– Bertanggung Jawab untuk mengrespond dan follow up sales untuk customer di Marketplace seperti Shopee dan Tokopedia.
– Dapat membuat konsep yang menarik untuk posting di Social Media dan juga membuat bahan-bahan yang menarik untuk live content di Instagram, seperti Short Video dan lain nya. 

Keahlian :

– Menguasai berbagai macam software and tools untuk mengedit photo dan video untuk membuatnya menarik.
– Mempunyai Passion untuk Berkerja di dunia Fashion.
– Menguasai teknik jualan diSosmed seperti Tiktok live dan marketplace online seperti Shopee dan Tokopedia. 

Kualifikasi :

– Wanita
– Umur 20 sampai 35 tahun.
– Pendidikan minimal SMA/SMK
– pengalaman di bidang terkait
– Pengalaman minimal 2 tahun

Waktu Bekerja :
9.30 sampai dengan 18.30",https://www.loker.id/penjualan/e-commerce/media-social-staff-indian-village-jakarta-pusat.html,"Posted Date: Februari 27, 2024"
"PT. HAMPARAN DAYA CIPTA INFINITY","Staff Gudang","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. HAMPARAN DAYA CIPTA INFINITY perusahaan kontraktor dan service yang bergerak dibidang HVAC yang sedang berkembang membutuhkan karyawan untuk staff gudang. 

Tanggung Jawab Pekerjaan :

1. Membantu menyiapkan barang untuk dikirim ke proyek
2. Menerima barang dari suplier
3. Melakukan pencatatan barang keluar dan masuk gudang.

Keahlian :

Menguasai microsoft excel.

Kualifikasi :

Pria usia 18 – 24 tahun
Non pengalaman silahkan melamar

Waktu Bekerja :
08.30 -16.00 Senin -Sabtu
Tunjangan :

Uang Makan Dan Transport

Insentif :

Bonus",https://www.loker.id/transportation-logistics/warehouse/staff-gudang-pt-hamparan-daya-cipta-infinity-jakarta-barat.html,"Posted Date: Februari 27, 2024"
vamotelli,"Staff Press Sublim","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Vamotelli bergerak di bidang produksi jersey dan baju polos ,dan custom membutuhkan staff press sublim. melakukan proses press baju jersey dan custom / melakukan proses produksi.

Tanggung Jawab Pekerjaan :

• Mengoperasikan mesin SUBLIM press
• Melakukan kegiatan pemeliharaan mesin
• Mencapai target qty press dengan kualitas maksimal
• Membaca mockup dengan baik dan melakukan proses QC sebelum proses press
• Mendukung kegiatan operasional
• Melakukan proses produksi

Keahlian :

• Memiliki pengetahuan luas tentang mesin press untuk pakaian/JERSEY
• Mampu menguasai pengoperasian mesin SUBLIM press
• Bisa berkomunikasi dengan baik

Kualifikasi :

• Pria, usia maks 28 tahun
• Pendidikan SMA/SMK Sederajat
• Memiliki kemampuan beradaptasi dengan baik
• Siap overtime bila diperlukan

Waktu Bekerja :
jam 09:00 sd 17:00 senin sd sabtu
Insentif :

Ada uang overtime",https://www.loker.id/pabrik-dan-manufaktur/operator-mesin/staff-press-sublim-vamotelli-jakarta-barat.html,"Posted Date: Februari 26, 2024"
"Supplyin Official","Staff Packing","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Supplyin Official membuka lowongan kerja untuk mengisi posisi sebagai staff packing

Tanggung Jawab Pekerjaan :

-Fokus di  Quality Control (QC)
-Packing barang pesnanan dengan sesuai, teliti, dan rapih
-Membantu kerja sama tim

Keahlian :

Bisa bekerjasama dengan tim
Dapat packing barang dengan rapi dan teliti

Kualifikasi :

Pria/Wanita
Non pengalaman silahkan melamar

Waktu Bekerja :
Jam 09.00 – 17.30 Senin sampai Sabtu
Insentif :

– Uang Lembur (Jika ada Lemburan)
– Uang Makan (Jika Lembur Minimal 3 Jam)",https://www.loker.id/transportation-logistics/packing/staff-packing-supplyin-official-jakarta-utara.html,"Posted Date: Februari 26, 2024"
"PT SUMBER AGUNG INTERNUSA","Admin Toko","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Sumber Agung Internusa merupakan perusahaan yang bergerak sebagai pemasok kain Pakaian/Tekstil. Saat ini kami membuka lowongan pekerjaan sebagai staff admin  toko yang berfokus pada penjualan. 

Tanggung Jawab Pekerjaan :

 – Melayani customer offline
 – Melayani customer online via Whastapp
 – Bekerja sama dengan tim untuk pengelolaan order dengan baik
 – Mencatat penjualan
 – Mengelola petty cash

Keahlian :

Accurate Online, Google Sheet, Komputer, Whatsapp, Tim work

Kualifikasi :

1. Perempuan
2. Memiliki sertifikasi kelulusan minimal SMA/SMK
3. Nilai Matematika 8.5 atau lebih.  
Pengalaman/Sertifikasi/Skill yang bersifat kriteria penguat aplikan. 
1. Memiliki pengalaman di bidang terkait
2.  Berpengalaman dalam membuat invoice / nota penjualan / surat jalan ( Minimal 1 tahun ) menggunakan program Accurate Online
3. SMK Akutansi atau lebih

Waktu Bekerja :
Senin – Sabtu : 08 Pagi sd 5 sore",https://www.loker.id/administrasi/administrasi-penjualan/admin-toko-pt-sumber-agung-internusa-jakarta-barat.html,"Posted Date: Februari 24, 2024"
"CV Rodjo Adi Jaya","Floor Staff","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,"CV Rodjo Adi Jaya bergerak di bidang F&B, sedang membutuhkan Staff yang ahli dibidangnya.

Tanggung Jawab Pekerjaan :

1. Melayani Tamu dengan Ramah dan aktif
2. Menawarkan, menjual produk ke Tamu
3. Menjaga kebersihan area dine in store
4. Membantu untuk proses transaksi di kasir

Keahlian :

Komunikasi, Upselling

Kualifikasi :

1. Memiliki pengalaman di industri F&B sebagai waitres, kasir
2. Memiliki kemampuan komunikasi yang baik

Waktu Bekerja :
07.00 – 21.00 (Shift)
Insentif :

Uang Bonus, Uang Lembur, Uang Tips",https://www.loker.id/restaurant/waitress/floor-staff-cv-rodjo-adi-jaya-jakarta-barat.html,"Posted Date: Februari 23, 2024"
"CV Rodjo Adi Jaya","Barista Staff","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","CV Rodjo Adi Jaya bergerak di bidang F&B, sedang membutuhkan Staff yang ahli dibidangnya.

Tanggung Jawab Pekerjaan :

1. Membuat produk sesuai SOP Perusahaan
2. Menjaga kebersihan Lingkungan Kerja
3. Membantu mengembangkan Perusahaan melalui Produk yang diciptakan

Keahlian :

Menguasai / Paham Basic Coffee (Kalibrasi, Latte Art)
Komunikasi
Menguasai / Paham Menggunakan Mesin POS

Kualifikasi :

1. Pengalaman di bidang yang sama minimal 1 Tahun, Diutamakan yang pernah bekerja di Resto/Cafe Korean / Parisian / Western Food
2. Mampu bekerjasama dengan Team
3. Bersedia di tempatkan di cabang manapun

Waktu Bekerja :
07.00 – 21.00 (Shift)
Insentif :

Uang Bonus, Uang Tips, Uang Lembur",https://www.loker.id/restaurant/barista/barista-staff-cv-rodjo-adi-jaya-jakarta-barat.html,"Posted Date: Februari 23, 2024"
"Pt. GODAYA INDOTAMA PERKASA","Marketing Staff","Jakarta Barat","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT. GODAYA INDOTAMA PERKASA perusahaan Reseller Penjualan Aki Kering Aki VRLA mencari Marketing Staff Inhouse

Tanggung Jawab Pekerjaan :

Melakukan Follow Up Costomer untuk penjulan produk ( Laku Dipasaran )

Keahlian :

Menguasai Word, Excell, Internet

Kualifikasi :

Pria/Wanita, Min SMK/S1, Usia Max 28 Tahun, Pengalaman Min 2 Tahun dibidang Penjualan, Sales, Telemarketing, atau pekerjaan yang berhubungan dengan client.
Siap bekerja dalam team dan ikut SOP perusahaan

Insentif :

BONUS
Komisi",https://www.loker.id/penjualan/akun-dan-relasi/marketing-staff-pt-godaya-indotama-perkasa-jakarta-barat.html,"Posted Date: Februari 21, 2024"
"Glasshouse Florist","Staff Stocking – Purchasing Florist","Jakarta Selatan","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Glasshouse Florist adalah toko bunga yg telah ber-operasi sejak 2015.
Kami saat ini mencari staff stocking-purchasing bunga.
Jenjang karir dapat dilatih menjadi perangkai bunga bagi kandidat yang cocok dan punya potensial.

Tanggung Jawab Pekerjaan :

=Mencuci vas
=Mengkondisikan bunga hidup
=Membersihkan area kerja
=Mensupport Florist
=Segala hal yang diperlukan Manajemen lain mengenai pekerjaan toko bunga

Keahlian :

=Dapat membaca dan menulis dengan baik dan teliti.

Kualifikasi :

=Pria/Wanita bisa dipertimbangkan
=Non pengalaman silahkan melamar

Waktu Bekerja :
JAM 7:30 – 17:00, 5 HARI PER MINGGU",https://www.loker.id/pekerjaan-umum/florist/staff-stocking-purchasing-florist-glasshouse-florist-jakarta-selatan.html,"Posted Date: Februari 20, 2024"
Rajabingkai,"Staff Admin","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Rajabingkai perusahaan di bidang pembuatan bingkai custom untuk bingkai lukisan ,bingkai foto , dan juga menyediakan jasa cetak kanvas dan  cetak foto. Saat ini kami membuka lowongan kerja untuk posisi Staff Admin yang bertugas untuk mengorganisir dan memastikan kegiatan yang bersifat administratif.

Tanggung Jawab Pekerjaan :

– Membuat laporan pemakaian barang , penjualan , hasil produksi
– Menjaga kebersihan area kerja
– Membalas chat customer dari whatsapp, marketplace dan website
– Melayani kebutuhan customer datang dan mengiring untuk melakukan pembelian
– Memproses order customer di dalam marketplace dan website
– Melakukan pengepakan barang untuk pengiriman customer bersama team gudang

Keahlian :

– Dapat mengoperasikan Microsoft word, excel
– Sudah biasa menggunakan komputer untuk email
– Nilai plus dapat meggunakan adobe photoshop
– Dapat komunikasi baik dengan tim dan client
– Memahami dan mengetahui produk produk di rajabingkai

Kualifikasi :

– Wanita, usia dibawah 30 tahun
– Pendidikan min SMA/SMK Sederajat
– Pengalaman di bidang terkait

Waktu Bekerja :
senin – jumat jam 9.30-19.00 sabtu 9.30 – 18.00
Tunjangan :

bpjs

Insentif :

bonus penjualan",https://www.loker.id/administrasi/administrasi-penjualan/staff-admin-rajabingkai-jakarta-utara-3.html,"Posted Date: Februari 19, 2024"
"PT. SVL Internasional Indonesia","Staff Digital Marketing","Jakarta Barat","Rp.4 – 5 Juta","Supervisor / Coordinator",Diploma/D1/D2/D3,"Sarjana / S1","PT. SVL Internasional Indonesia merupakan perusahaan yang bergerak di industri E-Commerce. Perusahaan kami saat ini membutuhkan Staff Digital Marketing Online yang mampu me-manage toko online ( marketplace, e-commerce dan Sosial Media).

Tanggung Jawab Pekerjaan :

1. Manage Toko Online
2. Input produk2 terbaru.
3. Menjawab pertanyaan customer.
4. Update stock.
5. Print invoice pesanan.
6. Analisa pasar.
7. Berkreasi untuk membuat content yang tepat sasaran.

Keahlian :

1. Dapat menggunakan Photoshop lebih disukai.
2. Dapat menggunakan Adobe Premiere lebih disukai.
3. Microsoft Office.
4. Sosial Media.

Kualifikasi :

– Wanita / Pria
– Usia maksimal 26 tahun.
– Pendidikan min. SMA/SMK Sederajat
– Percaya diri untuk tampil di depan camera dan menjadi host.
– Domisili Kecamatan Kalideres, Cengkareng, Semanan, Kapuk, Dadap, dan Tangerang Kota lebih disukai.
– Pengalaman minimal 3 tahun
– Percaya diri yang tinggi didepan kamera.

Waktu Bekerja :
Senin – Jumat. Jam 9.00 s/d 18.00, Sabtu : Jam 9.00 s/d 14.00.
Tunjangan :

Uang makan
Tunjangan komunikasi
Tunjangan Kerajinan
THR

Insentif :

Bonus berdasarkan pencapaian target penjualan.",https://www.loker.id/penjualan/e-commerce/staff-digital-marketing-pt-svl-internasional-indonesia-jakarta-barat.html,"Posted Date: Februari 17, 2024"
"PT BUMI DAYA PERSADA","Staff Admin","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Bumi Daya Persada berlokasi di Jakarta Barat, Kami adalah Perusahaan Pengembang Perumahan yang sedang berkembang pesat mengundang profesional, berdedikasi,kompeten & dinamis untuk bergabung dan sukses bersama kami sebagai staff admin

Tanggung Jawab Pekerjaan :

Mengerjakan urusan administrasi dan mencatat keuangan

Keahlian :

menguasai mimcrosoft office

Kualifikasi :

pria/wanita maksimal 30 tahun
Fresh graduate silahkan melamar

Tunjangan :

uang makan

Insentif :

bonus dan uang lembur",https://www.loker.id/property-real-estate/staff-admin-pt-bumi-daya-persada-jakarta-barat.html,"Posted Date: Februari 16, 2024"
"PT BUMI DAYA PERSADA","Staff Accounting","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Bumi Daya Persada berlokasi di Jakarta Barat, Kami adalah Perusahaan Pengembang Perumahan yang sedang berkembang pesat mengundang profesional, berdedikasi,kompeten & dinamis untuk bergabung dan sukses bersama kami sebagai.

Tanggung Jawab Pekerjaan :

Mengerjakan pembukuan, mengurus administrasi dan kegiatan yang berkutat pada accounting

Keahlian :

microsoft office

Kualifikasi :

pria atau wanita maksimal 30 tahun
Fresh graduate silahkan melamar

Waktu Bekerja :
jam 08.30 / 17.00 sampai Jum’at
Tunjangan :

uang makan, asuransi dan gaji pokok

Insentif :

bonus dan uang lembur",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-pt-bumi-daya-persada-jakarta-barat.html,"Posted Date: Februari 16, 2024"
